"item_number","subjectID","Test","Age","Years_in_education","Gender","TOWRE_wordacc","TOWRE_nonwordacc","ART_HRminusFR","RT","COT","Subject","Trial.order","item_name","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","item_type","SUBTLWF","LgSUBTLWF","SUBTLCD","LgSUBTLCD","OLD"
28,"A18","TLA",21,16,"F",100,57,12,-438.75,1494235.52,"A18",302,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"GB9","ALT",21,11,"F",78,41,18,-662.42,241873.42,"GB9",96,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"JL3","ATL",61,17,"F",75,16,6,821.3,339816.65,"JL3",115,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"JB13","TAL",20,16,"M",100,59,7,1194.98,263472.39,"JB13",100,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"A15","LTA",21,16,"F",95,57,9,799.32,708759.56,"A15",221,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"BM8","LAT",42,19,"F",79,53,27,1024.43,316467.32,"BM9",87,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"HB7","LTA",21,16,"M",84,49,5,831.1,685990.73,"HB8",253,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
28,"NH1","TAL",52,18,"M",78,56,33,863.5,431882.92,"NH1",120,"lark",4,9,178,136,85,"word","1.63",1.924,0.64,1.74,1.4
29,"TC14","LAT",21,16,"M",97,56,7,640.85,304084.74,"tc14",115,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"LG12","TLA",20,16,"M",92,56,4,554.79,1227883.11,"LG12",324,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B18","TLA",69,11,"M",85,54,10,871.11,96410.61,"b18",33,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"A15","LTA",21,16,"F",95,57,9,534.96,796694.7,"A15",256,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"GB9","ALT",21,11,"F",78,41,18,445.07,228003.08,"GB9",90,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"JB7","TAL",16,12,"F",90,50,4,613,232416.74,"jb7",64,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"LM6","TLA",21,16,"M",104,54,5,-2000,1014321.43,"lm6",324,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"AA1","LTA",52,11,"M",68,34,15,521.48,283012.78,"AA1",109,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"JB13","TAL",20,16,"M",100,59,7,604.49,193503.93,"JB13",73,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"AP11","ATL",21,16,"M",84,51,10,529.51,78026.83,"AP11",31,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"NH7","TAL",53,12,"M",88,51,12,600.22,991242.89,"nh7",331,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"RT4","ALT",21,15,"M",92,57,13,575.07,832112.9,"RT4",227,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B13","TAL",53,15,"M",95,44,26,1288.28,761148.01,"B13",182,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B16","ALT",46,17,"M",103,58,30,485.94,304349.7,"B16",118,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B19","TAL",56,16,"M",92,50,15,529.49,585720.81,"B19",185,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"EB5","ATL",21,13,"F",103,60,14,436.68,157186.84,"eb5",52,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B17","ATL",59,14,"M",97,49,17,661.01,790017.56,"b17",295,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"JP3","LTA",21,13,"M",82,43,1,724.23,427329.12,"jp3",123,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"SL2","LAT",21,13,"M",100,62,8,502.5,572719.03,"SL2",211,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"NH2","LAT",54,17,"F",79,56,43,552.51,286467.74,"NH2",96,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"JL3","ATL",61,17,"F",75,16,6,668.21,359065.37,"JL3",122,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"A17","ATL",21,16,"F",103,61,4,507.01,859832.02,"A17",232,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"G20","LAT",73,13,"M",93,60,21,672.18,1000251.16,"g20",319,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"HB7","LTA",21,16,"M",84,49,5,474.93,624548.29,"HB8",228,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"A18","TLA",21,16,"F",100,57,12,519.24,1579072.58,"A18",338,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"NH1","TAL",52,18,"M",78,56,33,831.86,447618.34,"NH1",126,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"ML1","TAL",21,16,"F",83,51,7,520.7,894091.91,"ML1",314,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"A19","TAL",21,15,"F",98,56,9,572.34,451346.07,"A18",171,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"BM8","LAT",42,19,"F",79,53,27,545.68,319297.98,"BM9",88,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B12","TLA",58,13,"M",93,47,8,618,602162.58,"fb11",211,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"AA2","ALT",51,16,"F",95,60,37,624.22,99479.65,"AA2",38,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"B15","LTA",47,18,"M",104,63,38,467.03,253080.8,"b15",101,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"MB10","ATL",59,13,"F",96,56,30,594.28,273804.57,"mb10",93,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
29,"A16","ALT",21,16,"F",97,55,10,547.08,116798.33,"A16",49,"skill",5,5,108,310,214,"word","7.92",2.608,3.9,2.516,1.6
30,"RT4","ALT",21,15,"M",92,57,13,673.27,834510.63,"RT4",228,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B17","ATL",59,14,"M",97,49,17,467.19,755915.84,"b17",281,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"JB13","TAL",20,16,"M",100,59,7,578.53,171058.07,"JB13",64,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"GB9","ALT",21,11,"F",78,41,18,445.13,232498.87,"GB9",92,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"AP11","ATL",21,16,"M",84,51,10,483.52,75728.98,"AP11",30,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"AA2","ALT",51,16,"F",95,60,37,516.59,128546.87,"AA2",50,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"MB10","ATL",59,13,"F",96,56,30,580.66,197476.08,"mb10",65,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"LM6","TLA",21,16,"M",104,54,5,621.99,1042811.51,"lm6",333,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"SL2","LAT",21,13,"M",100,62,8,466.56,536219.53,"SL2",196,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"A16","ALT",21,16,"F",97,55,10,446.64,68859.67,"A16",29,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B16","ALT",46,17,"M",103,58,30,663.18,296956.59,"B16",115,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"NH1","TAL",52,18,"M",78,56,33,667.38,460822.76,"NH1",131,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"A15","LTA",21,16,"F",95,57,9,519.22,760494.92,"A15",242,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"NH7","TAL",53,12,"M",88,51,12,582.82,929117.46,"nh7",306,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B18","TLA",69,11,"M",85,54,10,549.36,82756.61,"b18",28,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"TC14","LAT",21,16,"M",97,56,7,646.57,274119.43,"tc14",103,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"JL3","ATL",61,17,"F",75,16,6,637.07,337368.92,"JL3",114,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"A18","TLA",21,16,"F",100,57,12,430.52,1491987.64,"A18",301,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"EB5","ATL",21,13,"F",103,60,14,490.96,148028.72,"eb5",48,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"JB7","TAL",16,12,"F",90,50,4,687.65,273861.44,"jb7",81,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"LG12","TLA",20,16,"M",92,56,4,525.75,1269727.24,"LG12",339,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"AA1","LTA",52,11,"M",68,34,15,480.77,288157.32,"AA1",111,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B19","TAL",56,16,"M",92,50,15,630.26,657986.8,"B19",214,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"BM8","LAT",42,19,"F",79,53,27,595.28,276521.77,"BM9",71,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B13","TAL",53,15,"M",95,44,26,548.36,862646.08,"B13",219,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B15","LTA",47,18,"M",104,63,38,438.12,257909.64,"b15",103,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"A19","TAL",21,15,"F",98,56,9,688.18,402351.11,"A18",151,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"ML1","TAL",21,16,"F",83,51,7,481.88,871979.39,"ML1",305,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"HB7","LTA",21,16,"M",84,49,5,451.21,629243.88,"HB8",230,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"NH2","LAT",54,17,"F",79,56,43,621.47,291246.65,"NH2",98,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"JP3","LTA",21,13,"M",82,43,1,649.81,440067.07,"jp3",128,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"G20","LAT",73,13,"M",93,60,21,599.61,1017235.34,"g20",326,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"B12","TLA",58,13,"M",93,47,8,1163.91,575777.31,"fb11",201,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
30,"A17","ATL",21,16,"F",103,61,4,448.38,924105.45,"A17",256,"real",4,14,299,248,165,"word","442.8",4.354,76.93,3.81,1.15
31,"ML1","TAL",21,16,"F",83,51,7,496.7,957738.21,"ML1",340,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"JL3","ATL",61,17,"F",75,16,6,1097.81,328044.28,"JL3",111,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B12","TLA",58,13,"M",93,47,8,516.97,590879.84,"fb11",207,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"A19","TAL",21,15,"F",98,56,9,584.46,417318.56,"A18",157,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"RT4","ALT",21,15,"M",92,57,13,560.86,918764.27,"RT4",258,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"A17","ATL",21,16,"F",103,61,4,535.21,910434.86,"A17",251,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B13","TAL",53,15,"M",95,44,26,-2000,849008.78,"B13",214,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"LM6","TLA",21,16,"M",104,54,5,581.16,964517.79,"lm6",306,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"TC14","LAT",21,16,"M",97,56,7,605.86,348943.15,"tc14",133,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B18","TLA",69,11,"M",85,54,10,507.23,152741.72,"b18",53,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"AP11","ATL",21,16,"M",84,51,10,660.89,110862.74,"AP11",44,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"JP3","LTA",21,13,"M",82,43,1,680.57,400021.62,"jp3",112,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"NH7","TAL",53,12,"M",88,51,12,538.65,926769.64,"nh7",305,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B15","LTA",47,18,"M",104,63,38,495.29,328627.07,"b15",133,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B16","ALT",46,17,"M",103,58,30,612.97,301918.63,"B16",117,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"SL2","LAT",21,13,"M",100,62,8,614.53,548591.39,"SL2",201,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"LG12","TLA",20,16,"M",92,56,4,635.42,1191267.41,"LG12",310,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"MB10","ATL",59,13,"F",96,56,30,447.83,259351.44,"mb10",88,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"NH2","LAT",54,17,"F",79,56,43,804.73,199864.7,"NH2",61,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"G20","LAT",73,13,"M",93,60,21,448.78,961587.19,"g20",303,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"AA2","ALT",51,16,"F",95,60,37,594.36,145980.64,"AA2",57,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"AA1","LTA",52,11,"M",68,34,15,545.51,313164.12,"AA1",121,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"NH1","TAL",52,18,"M",78,56,33,613.81,470780.19,"NH1",135,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"HB7","LTA",21,16,"M",84,49,5,610.55,638668.39,"HB8",234,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B19","TAL",56,16,"M",92,50,15,528.6,610281.26,"B19",195,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"A18","TLA",21,16,"F",100,57,12,464.29,1569847.7,"A18",334,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"EB5","ATL",21,13,"F",103,60,14,568.13,145647.6,"eb5",47,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"JB7","TAL",16,12,"F",90,50,4,429.87,316438.43,"jb7",98,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"B17","ATL",59,14,"M",97,49,17,645.31,708010.26,"b17",262,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"A16","ALT",21,16,"F",97,55,10,551.03,94818.82,"A16",40,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"BM8","LAT",42,19,"F",79,53,27,426.86,251179.07,"BM9",61,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"A15","LTA",21,16,"F",95,57,9,593.18,745925.1,"A15",236,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"GB9","ALT",21,11,"F",78,41,18,447.26,178466.15,"GB9",69,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
31,"JB13","TAL",20,16,"M",100,59,7,682.57,256329.01,"JB13",97,"gain",4,9,274,229,283,"word","13.73",2.846,7,2.769,1.35
32,"ML1","TAL",21,16,"F",83,51,7,796.96,906047.32,"ML1",319,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"LM6","TLA",21,16,"M",104,54,5,1426.97,993607.35,"lm6",317,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"NH1","TAL",52,18,"M",78,56,33,574.13,416380.63,"NH1",114,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"LG12","TLA",20,16,"M",92,56,4,660.05,1259137.16,"LG12",335,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"SL2","LAT",21,13,"M",100,62,8,491.66,502450.85,"SL2",182,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B15","LTA",47,18,"M",104,63,38,597.75,302701.23,"b15",122,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"RT4","ALT",21,15,"M",92,57,13,479.65,819624.71,"RT4",222,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"JL3","ATL",61,17,"F",75,16,6,663.09,391501.81,"JL3",134,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"MB10","ATL",59,13,"F",96,56,30,581.66,256953.7,"mb10",87,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"AP11","ATL",21,16,"M",84,51,10,535.11,147611.64,"AP11",59,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"EB5","ATL",21,13,"F",103,60,14,-427.1,95677.51,"eb5",26,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"JP3","LTA",21,13,"M",82,43,1,649.97,466442.13,"jp3",138,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"NH2","LAT",54,17,"F",79,56,43,637.98,296142.11,"NH2",100,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"BM8","LAT",42,19,"F",79,53,27,570.02,331353.24,"BM9",93,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"A18","TLA",21,16,"F",100,57,12,438.55,1515299.04,"A18",311,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"HB7","LTA",21,16,"M",84,49,5,417.24,615390.2,"HB8",224,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"GB9","ALT",21,11,"F",78,41,18,667.34,206373.35,"GB9",81,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B18","TLA",69,11,"M",85,54,10,884.82,72749.22,"b18",24,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"A15","LTA",21,16,"F",95,57,9,525.1,743577.27,"A15",235,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"NH7","TAL",53,12,"M",88,51,12,531.58,936360.7,"nh7",309,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"JB13","TAL",20,16,"M",100,59,7,719.75,213868.38,"JB13",81,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"A19","TAL",21,15,"F",98,56,9,594.22,456308.08,"A18",173,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"G20","LAT",73,13,"M",93,60,21,565.4,973126.44,"g20",308,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B17","ATL",59,14,"M",97,49,17,427.41,770019.43,"b17",287,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"AA2","ALT",51,16,"F",95,60,37,442.22,123901.22,"AA2",48,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"JB7","TAL",16,12,"F",90,50,4,478.01,249567.42,"jb7",71,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B19","TAL",56,16,"M",92,50,15,658.92,593047.32,"B19",188,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B13","TAL",53,15,"M",95,44,26,-624.49,779163.52,"B13",188,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"AA1","LTA",52,11,"M",68,34,15,626.04,361962.65,"AA1",140,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B12","TLA",58,13,"M",93,47,8,619.65,524114.69,"fb11",181,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"A16","ALT",21,16,"F",97,55,10,568.37,139360.64,"A16",58,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"TC14","LAT",21,16,"M",97,56,7,-582.55,293511.21,"tc14",111,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"B16","ALT",46,17,"M",103,58,30,621.47,262238.94,"B16",101,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
32,"A17","ATL",21,16,"F",103,61,4,482.34,839401.06,"A17",224,"care",4,24,295,246,157,"word","485.25",4.394,82.8,3.842,1
33,"A15","LTA",21,16,"F",95,57,9,671.39,803838.07,"A15",259,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"NH7","TAL",53,12,"M",88,51,12,482.99,948232.98,"nh7",314,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B13","TAL",53,15,"M",95,44,26,534.27,822317,"B13",204,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"G20","LAT",73,13,"M",93,60,21,591.23,959172.78,"g20",302,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B17","ATL",59,14,"M",97,49,17,596.59,718050.94,"b17",266,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"JB7","TAL",16,12,"F",90,50,4,581.87,276359.12,"jb7",82,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B16","ALT",46,17,"M",103,58,30,578.41,272129.72,"B16",105,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"A19","TAL",21,15,"F",98,56,9,465.65,441804.93,"A18",167,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"LM6","TLA",21,16,"M",104,54,5,1161.52,1008776.55,"lm6",322,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"TC14","LAT",21,16,"M",97,56,7,621.04,337104.14,"tc14",128,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"BM8","LAT",42,19,"F",79,53,27,725.77,298950.56,"BM9",80,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B15","LTA",47,18,"M",104,63,38,464.18,267467.4,"b15",107,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"A17","ATL",21,16,"F",103,61,4,619.87,886390.6,"A17",242,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"AP11","ATL",21,16,"M",84,51,10,641.25,125882,"AP11",50,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"AA2","ALT",51,16,"F",95,60,37,561.37,141101.84,"AA2",55,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"A18","TLA",21,16,"F",100,57,12,618.36,1510703.36,"A18",309,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"A16","ALT",21,16,"F",97,55,10,579.16,109638.34,"A16",46,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B19","TAL",56,16,"M",92,50,15,623.71,607850.19,"B19",194,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"EB5","ATL",21,13,"F",103,60,14,447.5,114376.74,"eb5",34,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"JL3","ATL",61,17,"F",75,16,6,557.51,386023.58,"JL3",132,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"HB7","LTA",21,16,"M",84,49,5,624.25,668989.99,"HB8",246,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B12","TLA",58,13,"M",93,47,8,450.83,593227.62,"fb11",208,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"ML1","TAL",21,16,"F",83,51,7,594.89,930024.76,"ML1",329,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"GB9","ALT",21,11,"F",78,41,18,576.78,197032.1,"GB9",77,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"LG12","TLA",20,16,"M",92,56,4,647.69,1176231.49,"LG12",304,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"NH2","LAT",54,17,"F",79,56,43,549.01,284103.27,"NH2",95,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"B18","TLA",69,11,"M",85,54,10,876.04,142701.03,"b18",49,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"JB13","TAL",20,16,"M",100,59,7,779.31,178401.26,"JB13",67,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"MB10","ATL",59,13,"F",96,56,30,734.08,188234.75,"mb10",62,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"NH1","TAL",52,18,"M",78,56,33,626.55,465751.52,"NH1",133,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"JP3","LTA",21,13,"M",82,43,1,582.43,397623.89,"jp3",111,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"RT4","ALT",21,15,"M",92,57,13,875.71,921145.35,"RT4",259,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"AA1","LTA",52,11,"M",68,34,15,645.08,292968.88,"AA1",113,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
33,"SL2","LAT",21,13,"M",100,62,8,589.51,509560.91,"SL2",185,"cook",4,11,104,41,160,"word","45.57",3.366,16.32,3.137,1.25
34,"JL3","ATL",61,17,"F",75,16,6,1249.22,368956.16,"JL3",126,"ease",4,6,180,137,247,"word","19.1",2.989,8.56,2.857,1.4
34,"SL2","LAT",21,13,"M",100,62,8,483.37,523930.93,"SL2",191,"ease",4,6,180,137,247,"word","19.1",2.989,8.56,2.857,1.4
34,"JB13","TAL",20,16,"M",100,59,7,886.78,185877.66,"JB13",70,"ease",4,6,180,137,247,"word","19.1",2.989,8.56,2.857,1.4
34,"EB5","ATL",21,13,"F",103,60,14,793.93,102454.52,"eb5",29,"ease",4,6,180,137,247,"word","19.1",2.989,8.56,2.857,1.4
34,"AA2","ALT",51,16,"F",95,60,37,672.85,101927.05,"AA2",39,"ease",4,6,180,137,247,"word","19.1",2.989,8.56,2.857,1.4
